GCF_0010.fna | GCF_0019.fna	15	128	16	8	12	3	12	13434809	16040652	22681261	472022	24.2901	0.994072	-0.223533	-24.0666	23.2809	0.993814	23.5141	0.993738	0.944791	0.892629	14.523
GCF_0010.fna | GCF_0019.fna	15	256	16	16	12	3	12	13434809	16040652	22681261	943062	24.1453	0.988142	-0.446654	-23.6986	23.1362	0.98764	23.3657	0.987464	0.945667	0.894286	30.7308
GCF_0029.fna | GCF_0019.fna	10	512	32	16	12	3	12	14557580	16040657	858160	1905531	19.4364	0.986075	-0.866854	-18.5696	19.1998	0.983547	19.2192	0.983642	0.476357	0.226916	33.0048
GCF_0029.fna | GCF_0019.fna	10	1024	32	32	12	3	12	14557580	16040657	858160	3794544	19.162	0.972155	-1.72971	-17.4323	18.8799	0.967161	18.8943	0.967012	0.524345	0.274937	59.5089
GCF_0029.fna | GCF_0019.fna	10	2048	64	32	12	3	12	14557580	16040657	858160	7572092	18.5928	0.943274	-3.45363	-15.1391	18.2216	0.933438	18.2253	0.932774	0.607708	0.369309	59.2085
GCF_0029.fna | GCF_0019.fna	15	64	16	4	12	3	12	14557575	16040652	22861023	244590	24.3741	0.997042	-0.111632	-24.2625	23.3573	0.996923	23.5882	0.99687	0.949383	0.901328	11.4813
GCF_0029.fna | GCF_0019.fna	15	128	16	8	12	3	12	14557575	16040652	22861023	489079	24.3017	0.994083	-0.223223	-24.0785	23.2851	0.993842	23.5141	0.993738	0.949795	0.902111	14.7798
GCF_0029.fna | GCF_0019.fna	15	256	16	16	12	3	12	14557575	16040652	22861023	977929	24.1568	0.988153	-0.446353	-23.7104	23.1405	0.987671	23.3657	0.987464	0.950619	0.903676	32.0179
GCF_0040.fna | GCF_0019.fna	10	512	32	16	12	3	12	13473535	16040657	963512	1844167	19.5957	0.985803	-0.87329	-18.7224	19.4862	0.982683	19.2192	0.983642	0.493006	0.243055	31.4061
GCF_0040.fna | GCF_0019.fna	10	1024	32	32	12	3	12	13473535	16040657	963512	3686899	19.3079	0.971323	-1.74598	-17.5619	19.1369	0.965069	18.8943	0.967012	0.540674	0.292329	56.974
GCF_0040.fna | GCF_0019.fna	10	2048	64	32	12	3	12	13473535	16040657	963512	7372270	18.7128	0.941383	-3.49131	-15.2214	18.4185	0.928841	18.2253	0.932774	0.625187	0.390858	57.1759
GCF_0040.fna | GCF_0019.fna	15	64	16	4	12	3	12	13473530	16040652	23652768	236090	24.4227	0.997029	-0.111673	-24.3111	23.4109	0.996906	23.5882	0.99687	0.960812	0.923159	11.0519
GCF_0040.fna | GCF_0019.fna	15	128	16	8	12	3	12	13473530	16040652	23652768	472082	24.3499	0.994055	-0.223304	-24.1266	23.3381	0.993809	23.5141	0.993738	0.961114	0.923741	14.2931
GCF_0040.fna | GCF_0019.fna	15	256	16	16	12	3	12	13473530	16040652	23652768	944018	24.2039	0.988097	-0.446547	-23.7574	23.1924	0.987602	23.3657	0.987464	0.96172	0.924905	30.5793
